Date,NetPnL,TradesOpened
2019-11-27,42.96,2
2019-11-28,0.00,1
2019-11-29,536.84,2
2019-12-01,-49.29,1
2019-12-02,0.00,1
2019-12-03,-1045.91,1
2019-12-04,-135.63,1
2019-12-05,-485.11,3
2019-12-06,10.32,1
2019-12-09,0.00,1
2019-12-10,-363.64,2
2019-12-11,-224.14,4
2019-12-12,-379.15,1
2019-12-13,-1698.89,5
2019-12-16,-1022.88,2
2019-12-18,105.05,2
2019-12-19,5.26,2
2019-12-20,58.76,2
2019-12-23,403.47,2
2019-12-25,0.00,2
2019-12-26,1468.39,4
2019-12-27,77.67,2
2019-12-29,0.00,1
2019-12-30,574.83,1
2019-12-31,1053.43,1
2020-01-02,-28.71,2
2020-01-03,61.34,2
2020-01-05,-80.52,0
2020-01-06,-349.11,2
2020-01-07,-804.84,6
2020-01-08,86.98,2
2020-01-09,-19.58,1
2020-01-10,-520.77,3
2020-01-13,-1062.67,3
2020-01-14,2784.39,1
2020-01-15,-2811.53,5
2020-01-16,1220.68,3
2020-01-17,625.49,2
2020-01-20,842.13,4
2020-01-21,-2113.11,4
2020-01-22,61.98,1
2020-01-23,-383.97,2
2020-01-24,-805.22,5
2020-01-26,-841.84,0
2020-01-27,-1113.17,2
2020-01-28,-528.30,2
2020-01-29,-252.66,3
2020-01-30,-486.39,2
2020-01-31,796.62,2
2020-02-04,1060.54,4
2020-02-05,-1583.07,3
2020-02-06,9.47,2
2020-02-07,-699.82,4
2020-02-10,-443.08,0
2020-02-11,-938.79,3
2020-02-12,1992.94,1
2020-02-13,-491.87,3
2020-02-14,-336.57,1
2020-02-16,-194.67,0
2020-02-17,0.00,2
2020-02-18,-565.26,5
2020-02-19,-738.01,1
2020-02-20,922.69,0
2020-02-24,-563.76,5
2020-02-25,174.81,2
2020-02-26,-219.37,2
2020-02-27,303.54,3
2020-02-28,506.34,1
2020-03-02,-496.23,1
2020-03-03,363.15,2
2020-03-04,-1747.21,5
2020-03-05,99.86,2
2020-03-06,0.00,2
2020-03-08,0.00,1
2020-03-09,-1176.96,3
2020-03-10,-869.08,4
2020-03-11,1121.68,4
2020-03-12,-1323.57,2
2020-03-15,-412.20,1
2020-03-16,0.00,2
2020-03-17,1094.37,1
2020-03-19,566.14,1
2020-03-20,0.00,2
2020-03-22,-446.80,0
2020-03-23,-65.37,2
2020-03-24,-293.56,5
2020-03-25,975.02,1
2020-03-26,889.19,1
2020-03-27,-401.68,2
2020-03-29,-0.57,1
2020-03-30,-318.23,1
2020-03-31,-491.54,6
2020-04-01,178.26,2
2020-04-02,-993.92,1
2020-04-03,-1197.82,5
2020-04-06,-1055.53,5
2020-04-07,413.60,0
2020-04-13,0.00,2
2020-04-14,495.66,1
2020-04-15,-58.79,3
2020-04-16,608.49,0
2020-04-17,-349.19,5
2020-04-20,-1287.54,2
2020-04-21,-478.57,4
2020-04-22,-618.73,3
2020-04-23,-735.43,5
2020-04-24,1210.60,2
2020-04-27,-1064.37,5
2020-04-28,-601.00,0
2020-04-29,1039.74,3
2020-04-30,-214.66,4
2020-05-01,-224.92,2
2020-05-04,-660.54,4
2020-05-05,-2906.36,9
2020-05-06,1275.92,3
2020-05-07,-1636.70,5
2020-05-08,-571.07,3
2020-05-11,754.52,5
2020-05-12,-2140.09,5
2020-05-13,2630.35,7
2020-05-14,486.16,2
2020-05-15,36.86,2
2020-05-18,513.39,2
2020-05-19,-439.69,1
2020-05-20,0.00,1
2020-05-21,-157.90,6
2020-05-22,-1901.89,6
2020-05-25,-352.12,2
2020-05-26,-383.11,2
2020-05-27,642.52,2
2020-05-28,-1062.21,4
2020-05-29,702.18,3
2020-06-01,0.00,1
2020-06-02,-772.22,1
2020-06-03,964.34,2
2020-06-04,1751.54,3
2020-06-05,867.95,2
2020-06-09,1051.27,4
2020-06-10,130.61,5
2020-06-11,217.34,0
2020-06-12,-559.06,1
2020-06-15,-198.96,5
2020-06-16,-2374.40,5
2020-06-17,-46.94,7
2020-06-18,612.06,5
2020-06-19,-556.55,2
2020-06-22,0.00,1
2020-06-23,1894.91,8
2020-06-24,-1967.76,5
2020-06-25,-38.12,8
2020-06-26,631.79,2
2020-06-28,-422.33,0
2020-06-29,1007.10,1
2020-06-30,-553.06,2
2020-07-01,-318.88,1
2020-07-03,48.90,4
2020-07-06,1146.12,2
2020-07-07,1108.30,0
2020-07-08,-761.48,2
2020-07-09,-593.24,2
2020-07-10,-1929.99,5
2020-07-13,-1501.09,5
2020-07-14,944.26,7
2020-07-15,-1254.27,1
2020-07-16,714.34,3
2020-07-17,-952.37,5
2020-07-20,-192.94,5
2020-07-21,1016.38,0
2020-07-22,0.00,1
2020-07-23,210.87,1
2020-07-24,-530.20,3
2020-07-27,-811.90,1
2020-07-28,-888.00,2
2020-07-29,1093.95,4
2020-07-30,-709.46,2
2020-07-31,-998.49,4
2020-08-03,1264.58,1
2020-08-04,405.40,3
2020-08-05,38.30,2
2020-08-06,-467.60,2
2020-08-07,77.77,2
2020-08-10,759.24,6
2020-08-11,667.65,2
2020-08-12,-176.71,1
2020-08-13,-145.80,4
2020-08-14,-1173.72,8
2020-08-17,-483.91,3
2020-08-18,467.34,2
2020-08-19,-476.90,1
2020-08-20,248.05,6
2020-08-21,-1175.11,4
2020-08-24,-790.19,3
2020-08-25,-924.52,2
2020-08-26,66.11,7
2020-08-27,946.21,5
2020-08-28,872.85,1
2020-08-31,-227.60,1
2020-09-01,1033.97,1
2020-09-02,-136.86,4
2020-09-03,2126.61,4
2020-09-04,-83.08,2
2020-09-07,-495.79,2
2020-09-08,1077.53,0
2020-09-09,-494.64,3
2020-09-10,-9.29,7
2020-09-11,-788.51,3
2020-09-14,-299.02,7
2020-09-15,-1692.46,6
2020-09-16,73.35,6
2020-09-17,-881.15,5
2020-09-18,-1907.21,6
2020-09-20,38.88,1
2020-09-21,1545.57,3
2020-09-24,993.70,1
2020-09-25,0.00,2
2020-09-28,-203.29,0
2020-09-29,1584.30,7
2020-09-30,-487.02,0
2020-10-01,-103.95,2
2020-10-02,-661.20,8
2020-10-04,-339.87,0
2020-10-05,-882.09,2
2020-10-06,990.78,0
2020-10-07,-1483.93,3
2020-10-08,-482.80,7
2020-10-09,-2040.24,1
2020-10-12,1041.28,1
2020-10-13,-493.51,1
2020-10-14,-1238.55,3
2020-10-15,-558.93,1
2020-10-16,-523.61,5
2020-10-19,-4229.76,9
2020-10-20,1091.70,5
2020-10-21,-769.71,1
2020-10-22,496.62,4
2020-10-23,-769.89,4
2020-10-25,0.00,1
2020-10-26,337.46,2
2020-10-27,1683.79,3
2020-10-28,-200.16,5
2020-10-29,807.37,1
2020-10-30,-42.38,3
2020-11-01,0.00,1
2020-11-02,442.15,1
2020-11-03,-291.69,3
2020-11-04,-577.60,7
2020-11-05,1370.24,0
2020-11-06,977.72,2
2020-11-08,-454.08,1
2020-11-09,811.95,1
2020-11-10,55.77,4
2020-11-11,961.68,0
2020-11-12,0.00,2
2020-11-13,543.86,6
2020-11-16,-1237.94,2
2020-11-17,177.52,1
2020-11-18,23.78,1
2020-11-19,-1828.97,3
2020-11-20,-1429.17,4
2020-11-23,1007.97,7
2020-11-24,306.48,3
2020-11-25,100.64,3
2020-11-26,0.00,2
2020-11-27,-304.82,2
2020-11-30,411.29,2
2020-12-01,-238.74,3
2020-12-02,1030.80,4
2020-12-03,-252.50,0
2020-12-04,139.98,1
2020-12-05,0.00,1
2020-12-06,-1390.85,2
2020-12-07,978.29,2
2020-12-08,-667.21,3
2020-12-09,-1064.11,4
2020-12-10,-1475.54,4
2020-12-11,-50.57,1
2020-12-14,-317.75,5
2020-12-15,-2745.69,4
2020-12-16,403.78,1
2020-12-17,490.82,2
2020-12-18,1038.13,2
2020-12-20,-755.30,0
2020-12-21,-193.22,2
2020-12-22,-836.25,2
2020-12-23,135.92,2
2020-12-24,-1564.26,6
2020-12-25,53.60,1
2020-12-26,-507.57,0
2020-12-28,929.11,1
2020-12-29,435.69,6
2020-12-30,-809.94,2
2020-12-31,901.74,0
2021-01-02,0.00,1
2021-01-03,1046.41,0
2021-01-04,-517.90,2
2021-01-05,378.37,3
2021-01-06,-446.66,4
2021-01-07,545.84,1
2021-01-08,-663.00,7
2021-01-11,545.28,1
2021-01-12,1017.14,1
2021-01-13,-763.28,4
2021-01-14,689.46,4
2021-01-15,397.62,3
2021-01-18,2683.52,5
2021-01-19,-860.02,7
2021-01-20,-1020.21,3
2021-01-21,1533.37,0
2021-01-22,-947.39,7
2021-01-23,-531.66,1
2021-01-25,-1818.13,6
2021-01-26,-969.25,4
2021-01-27,-963.29,9
2021-01-28,432.41,5
2021-01-29,-1045.07,4
2021-02-01,-256.36,4
2021-02-02,1946.59,4
2021-02-03,-252.97,2
2021-02-04,-624.60,1
2021-02-05,-695.98,6
2021-02-06,1048.29,0
2021-02-08,2526.81,7
2021-02-09,797.63,3
2021-02-10,566.12,2
2021-02-11,0.00,2
2021-02-12,-978.98,8
2021-02-15,372.98,1
2021-02-16,432.21,2
2021-02-17,0.00,1
2021-02-18,-650.10,1
2021-02-19,39.27,6
2021-02-22,-433.77,0
2021-02-23,-930.75,2
2021-02-24,0.00,2
2021-02-25,99.68,0
2021-02-26,-477.38,1
2021-02-28,977.70,0
2021-03-01,809.03,3
2021-03-02,813.50,5
2021-03-03,116.85,5
2021-03-04,1190.49,5
2021-03-05,-542.96,3
2021-03-06,3.18,1
2021-03-07,-512.01,0
2021-03-08,-1175.49,3
2021-03-09,134.33,1
2021-03-10,275.76,6
2021-03-11,725.89,1
2021-03-12,-372.27,4
2021-03-15,-3654.63,10
2021-03-16,49.89,3
2021-03-17,-1660.81,6
2021-03-18,-24.54,6
2021-03-19,-318.04,9
2021-03-20,1033.05,0
2021-03-21,479.28,2
2021-03-22,-672.28,3
2021-03-23,1063.59,4
2021-03-24,-836.39,2
2021-03-25,0.00,1
2021-03-26,-37.70,2
2021-03-27,1097.59,1
2021-03-29,885.25,3
2021-03-31,909.14,3
2021-04-01,-493.68,1
2021-04-02,-1117.33,4
2021-04-03,17.87,0
2021-04-04,0.00,1
2021-04-05,-207.14,3
2021-04-06,-2178.19,7
2021-04-07,-585.89,3
2021-04-08,-1181.57,7
2021-04-09,-1821.42,6
2021-04-10,-982.39,1
2021-04-12,1732.84,5
2021-04-13,637.02,5
2021-04-14,-1058.65,4
2021-04-15,1038.68,1
2021-04-16,-340.44,2
2021-04-19,-800.70,2
2021-04-20,-958.81,2
2021-04-21,1506.92,6
2021-04-22,-800.16,6
2021-04-23,945.86,4
2021-04-25,-556.13,1
2021-04-26,458.67,2
2021-04-27,1641.77,6
2021-04-28,241.01,9
2021-04-29,-507.18,5
2021-04-30,-380.70,3
2021-05-02,0.00,1
2021-05-03,-499.34,3
2021-05-04,789.51,8
2021-05-05,-2004.91,4
2021-05-06,-1242.87,2
2021-05-07,313.44,4
2021-05-11,22.41,1
2021-05-12,565.30,5
2021-05-13,-768.78,2
2021-05-14,0.00,1
2021-05-15,-2.54,0
2021-05-16,1056.40,1
2021-05-17,1036.25,3
2021-05-18,-624.41,2
2021-05-19,1022.69,4
2021-05-20,-1369.70,6
2021-05-21,-796.31,7
2021-05-22,0.00,1
2021-05-23,1080.10,0
2021-05-24,69.62,0
2021-05-25,-902.77,5
2021-05-26,-291.04,4
2021-05-27,-611.09,3
2021-05-28,-1236.36,4
2021-05-31,-265.97,2
2021-06-01,1658.47,4
2021-06-02,720.41,4
2021-06-03,492.68,5
2021-06-04,-506.18,3
2021-06-05,1142.75,1
2021-06-06,0.00,1
2021-06-07,2659.23,3
2021-06-08,-1059.81,6
2021-06-09,-2794.55,7
2021-06-10,-3145.60,11
2021-06-11,1081.54,9
2021-06-13,-505.72,1
2021-06-14,2004.76,5
2021-06-15,-823.82,2
2021-06-16,-972.58,6
2021-06-17,2989.26,3
2021-06-18,-220.04,1
2021-06-21,-322.79,1
2021-06-22,963.45,4
2021-06-23,1873.04,3
2021-06-24,-1333.57,5
2021-06-25,379.89,7
2021-06-26,1059.55,1
2021-06-27,-0.67,1
2021-06-28,-175.48,4
2021-06-29,1005.83,1
2021-06-30,-25.08,2
2021-07-01,800.46,2
2021-07-02,-57.18,4
2021-07-03,1133.41,2
2021-07-04,1575.03,1
2021-07-05,17.31,5
2021-07-06,2172.06,1
2021-07-07,-827.01,6
2021-07-08,991.32,1
2021-07-09,774.19,3
2021-07-12,-695.82,5
2021-07-13,-1621.74,3
2021-07-14,-937.46,2
2021-07-15,-1584.95,4
2021-07-16,-576.51,6
2021-07-18,-1079.49,3
2021-07-19,223.33,1
2021-07-20,964.09,1
2021-07-22,-26.88,6
2021-07-23,50.95,1
2021-07-26,992.17,2
2021-07-27,143.98,5
2021-07-28,942.57,5
2021-07-29,-53.63,1
2021-07-30,98.97,2
2021-07-31,0.00,1
2021-08-01,-23.68,0
2021-08-02,-55.02,6
2021-08-03,-825.99,2
2021-08-04,2032.72,3
2021-08-05,-499.38,3
2021-08-06,1768.21,2
2021-08-09,0.00,2
2021-08-10,-23.46,0
2021-08-11,-1034.15,3
2021-08-12,-906.48,6
2021-08-13,7.64,5
2021-08-15,-548.49,1
2021-08-16,-1192.41,2
2021-08-17,-515.39,3
2021-08-18,-1095.25,4
2021-08-19,1665.44,2
2021-08-20,-559.82,3
2021-08-22,0.00,1
2021-08-23,2086.51,2
2021-08-24,-69.64,3
2021-08-25,1122.00,1
2021-08-26,-549.07,1
2021-08-27,-389.78,7
2021-08-28,38.48,2
2021-08-29,19.55,0
2021-08-30,-474.19,4
2021-08-31,0.00,2
2021-09-01,-499.00,2
2021-09-02,1841.52,3
2021-09-03,1007.09,3
2021-09-06,0.00,1
2021-09-07,-1141.88,3
2021-09-08,1729.27,3
2021-09-09,-475.65,4
2021-09-10,-2106.74,7
2021-09-12,-581.45,1
2021-09-13,-479.21,3
2021-09-14,-750.70,7
2021-09-15,2262.84,5
2021-09-16,-971.59,2
2021-09-17,-681.27,2
2021-09-18,0.00,1
2021-09-19,-368.32,0
2021-09-20,859.13,0
2021-09-21,1067.39,1
2021-09-22,0.00,4
2021-09-23,514.77,6
2021-09-24,388.55,6
2021-09-25,-19.14,0
2021-09-26,105.71,0
2021-09-27,899.89,5
2021-09-28,163.39,2
2021-09-29,2034.33,1
2021-09-30,0.00,1
2021-10-01,1022.40,2
2021-10-04,2536.37,4
2021-10-05,-851.13,3
2021-10-06,-561.60,5
2021-10-07,2305.49,5
2021-10-08,451.18,6
2021-10-10,1024.23,1
2021-10-11,-829.59,2
2021-10-12,-288.51,3
2021-10-13,22.08,2
2021-10-14,948.47,1
2021-10-18,-566.18,1
2021-10-19,-498.61,2
2021-10-20,587.37,2
2021-10-21,571.35,1
2021-10-22,197.16,2
2021-10-25,20.25,4
2021-10-26,732.82,4
2021-10-27,1427.17,8
2021-10-28,-882.58,2
2021-10-29,-386.28,6
2021-10-31,-566.68,0
2021-11-01,-1443.65,10
2021-11-02,-1500.49,6
2021-11-03,-1478.25,5
2021-11-04,-612.61,5
2021-11-05,574.30,2
2021-11-07,1087.59,2
2021-11-08,-966.90,1
2021-11-09,430.59,6
2021-11-10,336.34,4
2021-11-11,66.94,0
2021-11-12,0.00,3
2021-11-14,-547.53,1
2021-11-15,-113.47,3
2021-11-16,1055.90,0
2021-11-17,36.28,3
2021-11-18,-451.94,7
2021-11-19,-163.69,5
2021-11-21,104.95,1
2021-11-22,-2719.65,6
2021-11-24,0.00,1
2021-11-25,-225.80,0
2021-11-26,-344.84,1
2021-11-27,16.50,1
2021-11-29,-729.65,4
2021-11-30,-319.86,3
2021-12-01,-1362.51,6
2021-12-02,16.26,5
2021-12-03,707.52,3
2021-12-06,-759.20,3
2021-12-07,-447.21,4
2021-12-08,-2696.90,6
2021-12-09,-1912.58,5
2021-12-10,1235.63,5
2021-12-12,-489.37,0
2021-12-13,-2388.85,9
2021-12-14,-645.13,2
2021-12-15,661.37,3
2021-12-16,-1403.32,3
2021-12-17,-1304.93,5
2021-12-18,0.00,1
2021-12-19,3.65,0
2021-12-20,-697.85,4
2021-12-21,-727.25,8
2021-12-22,711.79,2
2021-12-23,-3.31,4
2021-12-24,-365.44,1
2021-12-26,-1020.18,2
2021-12-27,-480.02,3
2021-12-28,1648.58,3
2021-12-29,153.78,5
2021-12-30,937.02,1
2021-12-31,-756.19,2
2022-01-03,-780.27,2
2022-01-04,1475.42,5
2022-01-05,203.28,6
2022-01-06,-837.74,2
2022-01-07,-140.87,3
2022-01-10,-2002.38,7
2022-01-11,-258.21,5
2022-01-12,337.37,3
2022-01-13,904.55,1
2022-01-14,0.00,3
2022-01-15,-140.12,2
2022-01-17,908.31,6
2022-01-18,1944.12,3
2022-01-19,992.68,1
2022-01-20,-329.65,2
2022-01-21,-452.25,1
2022-01-24,978.38,1
2022-01-25,0.00,1
2022-01-26,-412.19,2
2022-01-27,-939.51,4
2022-01-28,27.87,0
2022-01-29,0.00,1
2022-01-30,239.56,0
2022-01-31,-971.02,2
2022-02-01,-131.35,7
2022-02-02,-170.73,3
2022-02-03,1658.43,2
2022-02-04,1073.07,2
2022-02-07,-701.60,4
2022-02-08,-445.34,4
2022-02-09,-1627.17,3
2022-02-10,2350.73,6
2022-02-11,2245.07,5
2022-02-12,1193.66,0
2022-02-14,-676.05,5
2022-02-15,-930.63,4
2022-02-16,-149.16,6
2022-02-17,-876.69,5
2022-02-18,-1192.63,2
2022-02-21,14.05,1
2022-02-22,432.64,3
2022-02-23,-2385.55,10
2022-02-24,14.67,7
2022-02-25,138.38,1
2022-02-28,-2025.47,6
2022-03-01,433.11,3
2022-03-02,-913.27,3
2022-03-03,88.76,3
2022-03-04,2032.21,3
2022-03-07,-136.45,1
2022-03-08,103.38,5
2022-03-09,-1006.19,2
2022-03-10,-1494.90,6
2022-03-11,-1213.56,1
2022-03-14,699.05,1
2022-03-15,-917.56,3
2022-03-16,2138.61,8
2022-03-17,1714.32,2
2022-03-18,134.27,3
2022-03-20,25.01,0
2022-03-21,-1764.87,9
2022-03-22,2367.66,1
2022-03-23,948.55,2
2022-03-24,-386.79,5
2022-03-25,-512.47,1
2022-03-28,-234.45,6
2022-03-29,23.56,1
2022-03-30,0.00,4
2022-03-31,-1627.76,5
2022-04-01,-1380.03,2
2022-04-02,-530.48,1
2022-04-03,0.00,1
2022-04-04,1160.49,5
2022-04-05,861.82,3
2022-04-06,-396.62,2
2022-04-07,0.00,2
2022-04-08,734.09,3
2022-04-10,569.62,1
2022-04-11,114.61,2
2022-04-12,-468.77,3
2022-04-13,83.03,3
2022-04-14,-402.51,2
2022-04-15,-734.44,5
2022-04-16,792.73,4
2022-04-17,241.27,0
2022-04-18,629.59,0
2022-04-19,561.36,2
2022-04-20,92.60,2
2022-04-21,30.27,2
2022-04-22,592.61,3
2022-04-24,8.05,0
2022-04-25,796.75,1
2022-04-26,-588.43,1
2022-04-28,-475.35,2
2022-04-29,-480.65,1
2022-05-02,-220.50,1
2022-05-03,-344.82,3
2022-05-04,280.01,7
2022-05-05,-1032.62,2
2022-05-06,-64.24,7
2022-05-09,1062.97,2
2022-05-10,346.14,2
2022-05-11,-1232.77,4
2022-05-14,0.00,1
2022-05-15,-550.81,0
2022-05-16,-1691.04,9
2022-05-17,728.74,1
2022-05-18,2.38,2
2022-05-19,-467.34,4
2022-05-20,-638.67,5
2022-05-21,0.00,1
2022-05-22,-176.81,2
2022-05-23,2867.26,1
2022-05-24,0.00,2
2022-05-25,-543.58,4
2022-05-26,-814.36,4
2022-05-27,831.17,3
2022-05-30,-349.22,0
2022-05-31,-499.81,6
2022-06-01,944.18,2
2022-06-02,-202.26,2
2022-06-03,-302.32,1
2022-06-05,0.00,1
2022-06-06,-291.09,2
2022-06-07,-3150.17,7
2022-06-08,-736.21,6
2022-06-09,843.55,5
2022-06-10,15.53,0
2022-06-13,-367.82,1
2022-06-14,1648.50,2
2022-06-15,10.37,1
2022-06-16,848.32,4
2022-06-17,0.00,1
2022-06-20,2.26,3
2022-06-21,-172.57,5
2022-06-22,194.38,6
2022-06-23,-372.94,5
2022-06-24,-693.90,5
2022-06-26,57.84,0
2022-06-27,-2008.16,7
2022-06-28,2825.04,5
2022-06-29,1105.32,5
2022-06-30,1163.29,3
2022-07-01,-1328.04,5
2022-07-03,-740.34,0
2022-07-04,-555.87,2
2022-07-05,977.39,4
2022-07-06,-90.09,2
2022-07-07,1011.64,3
2022-07-08,-256.06,3
2022-07-10,0.00,1
2022-07-11,-289.44,1
2022-07-12,174.37,1
2022-07-13,-220.22,5
2022-07-14,580.82,8
2022-07-15,233.48,3
2022-07-18,276.44,4
2022-07-19,-336.38,0
2022-07-20,0.00,3
2022-07-21,-306.07,6
2022-07-22,4434.47,6
2022-07-24,0.00,1
2022-07-25,2338.66,1
2022-07-26,-307.65,1
2022-07-27,-1740.92,9
2022-07-28,1159.48,6
2022-07-29,1279.55,2
2022-07-31,0.00,1
2022-08-01,-349.73,0
2022-08-02,0.00,2
2022-08-03,1875.26,5
2022-08-04,646.95,5
2022-08-05,-1462.77,3
2022-08-06,1325.17,1
2022-08-07,0.00,1
2022-08-08,-521.38,6
2022-08-09,154.46,5
2022-08-10,3050.59,6
2022-08-11,-334.98,4
2022-08-12,-741.32,4
2022-08-15,109.08,3
2022-08-16,-426.98,3
2022-08-17,-728.73,5
2022-08-18,531.51,2
2022-08-19,1615.20,1
2022-08-23,443.45,4
2022-08-24,-37.50,4
2022-08-25,31.15,6
